feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,outlier
0.00070045906,0.0010612288,0.010931772,0.007826781,0.007019147,0.0041118497,0.0020992241,0.018952498,0.008341355,0.006113212,0.012572033,0.0051914947,0.0052543785,0.013101168,0.0070735635,0.0019430456,0.0025981676,0.008844796,0.20599894,0.014353152,0.0076721646,0.005529299,0.002597936,0.002347523,0.001456532,0.00197115,0.0031468233,0.0046816655,0.030342203,0.0018383445,0.0030834724,0.001463734,0.0017330957,0.0092721665,0.004041335,0.0027782382,0.0038013887,0.0028426454,0.018409261,0.0036407432,0.014045182,0.007601642,0.03282514,0.003374471,0.012368555,0.0010923543,0.0048701246,0.013913355,0.0023331665,0.0064737047,0.0047146473,0.0056640212,0.007014665,0.010668464,0.0058785817,0.0049926336,0.0031207346,0.014041546,0.0031152898,0.028046949,0.0031657596,0.004562795,0.018933637,0.005406521,0.0040352717,0.00404352,0.003837091,0.0013173813,0.006325834,0.0023109124,0.0029894162,0.008011398,0.0065354966,0.0015087907,0.0035324853,0.005293494,0.0014613182,0.01705693,0.04497736,0.10120537,0.003539302,0.0012729056,0.005356764,0.0076737744,0.010280604,0.0037308133,0.005356058,0.0043899636,0.0032723907,0.00772854,0.00284453,0.0016865752,0.011064589,0.0030420462,0.0051907357,0.008830023,0.0017787005,0.0014850016,0.002806455,0.019266136,1
0.0025335187,0.0016683632,0.024774775,0.004074577,0.0035790612,0.0020690237,0.00085336005,0.005973475,0.003902781,0.008711952,0.012276381,0.004423047,0.0069212667,0.011429864,0.05065012,0.0023469583,0.002918665,0.010358348,0.033259362,0.01212062,0.0058571626,0.005410626,0.017600544,0.002989916,0.0039740414,0.003311753,0.0061579333,0.00540219,0.004178678,0.0076504075,0.001628256,0.0030055754,0.01806463,0.013127112,0.0074889045,0.006687447,0.005070201,0.00486353,0.017591026,0.009152982,0.0030972022,0.0048100073,0.004373548,0.010916208,0.01569279,0.0015410191,0.0046696947,0.008320679,0.0018389085,0.008775565,0.008857487,0.03939769,0.0029378473,0.0054682544,0.007117014,0.007860129,0.0023857632,0.012972209,0.004721564,0.012530607,0.004069358,0.011122449,0.026494028,0.02531953,0.004765384,0.0027921472,0.0014393304,0.0057259067,0.008425545,0.0054965126,0.0029313068,0.004640866,0.0024292304,0.0053861844,0.018321058,0.004553932,0.003882583,0.06471366,0.006153799,0.0040225447,0.0020026213,0.0032414845,0.0022485808,0.0023227467,0.0094401045,0.0021745441,0.00416018,0.0047037927,0.006328742,0.0013628346,0.0045044594,0.0070051504,0.1768763,0.005946468,0.0038118942,0.0030605658,0.0066468827,0.00933836,0.0037238859,0.0060723955,1
0.0025907038,0.0049263686,0.0112255495,0.0081350515,0.003881092,0.00663386,0.0052847923,0.030171301,0.013666756,0.022487521,0.00854297,0.0038120023,0.009782557,0.007070446,0.007280164,0.0043857465,0.017073382,0.004442104,0.084670454,0.006525553,0.010654358,0.003902095,0.004331336,0.0046209516,0.007925068,0.00427118,0.0028333135,0.011512191,0.009050224,0.0037983067,0.0043359865,0.008422219,0.0015547194,0.014171058,0.005152388,0.0067652045,0.0031760333,0.0013478218,0.005358849,0.0215827,0.004172959,0.006666239,0.0049154153,0.008728976,0.012420711,0.004318913,0.0061056563,0.0040782597,0.006400975,0.011064843,0.002451395,0.0129742455,0.0037660932,0.0041305064,0.004916361,0.011638885,0.0027873968,0.0072525786,0.010135297,0.051593382,0.004060535,0.016922934,0.04027162,0.042579796,0.0043538758,0.018005997,0.005114374,0.0060740276,0.021706346,0.0061427997,0.008543147,0.005273262,0.017323952,0.0058201407,0.007828106,0.0034307446,0.0068011037,0.030792682,0.0053606294,0.011507147,0.0015143349,0.0019399817,0.0032706629,0.0048989397,0.024385123,0.0080497665,0.0052941977,0.005185059,0.00818049,0.0037990585,0.0037527836,0.003543958,0.029810783,0.0022026247,0.00798788,0.0061876937,0.002071319,0.0074112145,0.015133754,0.009593687,1
0.0006604222,0.0029176169,0.004989502,0.010028379,0.006083683,0.005746876,0.010676086,0.07224582,0.0055172876,0.005087055,0.015835874,0.0066254316,0.005707999,0.0046364963,0.0057134596,0.0032967448,0.0041054054,0.0023649489,0.3435274,0.0030648482,0.0065808194,0.0027524643,0.0015386024,0.0028824871,0.00902478,0.0014611906,0.005117908,0.007124219,0.010592432,0.009879899,0.0020011668,0.0027519274,0.008396442,0.01033357,0.002625175,0.0015128055,0.0042226226,0.002546412,0.015723975,0.015520288,0.0022720557,0.0042190687,0.007114774,0.0025512162,0.008274232,0.0041385894,0.003707084,0.0031548354,0.0019366558,0.0062442366,0.015152914,0.007438962,0.0026559208,0.004755441,0.008101056,0.0021842073,0.0025743174,0.007391201,0.0042774165,0.009638277,0.0035378458,0.008857147,0.023046508,0.022314673,0.0037363265,0.002357398,0.006953521,0.0064495015,0.013791544,0.0010568957,0.009499456,0.0046819965,0.010014963,0.0010564211,0.0040794653,0.0019235868,0.0022732997,0.022655813,0.0052693337,0.006009335,0.0016018344,0.0027192063,0.010028537,0.0023441147,0.0099686915,0.004579533,0.006180536,0.0027283265,0.0065424843,0.0057868334,0.0011507334,0.0041747116,0.0064819134,0.0028066484,0.0043151435,0.0018015391,0.0033308312,0.0035705613,0.0057504503,0.0053694337,1
0.0042667077,0.0019274136,0.019463487,0.0049470915,0.0057585533,0.00392806,0.0068799993,0.030912355,0.012670811,0.012301839,0.008526753,0.0032147716,0.008449765,0.0057042516,0.0028307913,0.002505372,0.013653054,0.007297418,0.060902197,0.0035336963,0.009215055,0.0044198753,0.0016903908,0.0026773354,0.010156573,0.0011684682,0.008605984,0.008268481,0.012591029,0.0071469937,0.0027993214,0.0033898705,0.028609825,0.015767256,0.0042447285,0.0028529044,0.0035830827,0.0016769628,0.0072919847,0.02709084,0.0038621877,0.019145347,0.005362847,0.0045164716,0.012078371,0.0076001543,0.009989064,0.0053155944,0.00365161,0.009848964,0.0046083042,0.039487362,0.0026702683,0.0056838267,0.002964623,0.006003611,0.0015937171,0.029157074,0.010341128,0.012040763,0.004470725,0.03523569,0.021972865,0.039605476,0.0027400365,0.005447263,0.0043424256,0.012650303,0.009875917,0.0018861124,0.039924696,0.0027865393,0.012089286,0.0014708663,0.0074771335,0.0011719892,0.0017226571,0.07362131,0.0072047296,0.014825868,0.0073846243,0.002058685,0.0051631625,0.0017007984,0.007614464,0.005034015,0.0040508746,0.0022171796,0.01610311,0.0032082673,0.002607945,0.010761964,0.011005665,0.0031316513,0.007137718,0.0019261173,0.007555725,0.006570242,0.0063987486,0.009004463,1
0.00055438303,0.003714192,0.0030601334,0.0055929464,0.0018829574,0.0023615933,0.0026250137,0.0059719887,0.0020777346,0.0016879648,0.0024310122,0.0036027483,0.001963676,0.008795436,0.0045627905,0.0026303213,0.00050988985,0.00056631124,0.0020059266,0.001724571,0.009720885,0.00021433148,0.003204352,0.0012692793,8.657189e-05,0.00086380856,0.0037813806,0.00034772596,0.0010976759,0.0023847606,0.0013497518,0.0025540392,0.0029516495,0.0077145537,0.0052358876,0.0026543194,0.002195556,0.0017152291,0.009456256,0.0048101596,0.007756614,0.0007975891,0.008848273,0.0050617647,0.011129194,0.00023280986,0.00072933565,0.009088424,0.0019582359,0.0026250437,0.0053948304,0.2514264,0.0017269286,0.005725383,0.011213025,0.0028762002,0.0037457296,0.002467267,0.0017787649,0.0024387308,0.0007244046,0.00466379,0.37293246,0.019806033,0.002960335,0.0044664997,0.0013549505,0.0014324429,0.0014904741,0.0019254858,0.007027482,0.0016859022,0.003220508,0.0011193496,0.002065635,0.002152741,0.0014086945,0.00428,0.004233411,0.0034348806,0.00062577217,0.0010820997,0.0005464117,0.0020775879,0.02290805,0.00089634856,0.0026472805,0.0016896687,0.0028327608,0.00043121655,0.0014204086,0.0020190708,0.016476318,0.02258034,0.002020678,0.006778359,0.002457095,0.0037424443,0.002206109,0.003226229,1
0.0034858994,0.0040592263,0.0106788445,0.012149882,0.0023612545,0.003973226,0.0042283866,0.02686809,0.014667573,0.014382631,0.014632511,0.0061082793,0.005812109,0.008561239,0.027467271,0.003072714,0.011471515,0.0035289375,0.031793144,0.005164643,0.005392565,0.0036104822,0.0048188693,0.0061311196,0.0043614227,0.002760567,0.0040899753,0.026731722,0.016753027,0.026807427,0.009208376,0.019477712,0.0030997149,0.008545482,0.0035667464,0.005159902,0.0031616488,0.0028083732,0.00820047,0.0294967,0.009779915,0.0017429348,0.010866671,0.002421607,0.01797727,0.0032318044,0.0094277505,0.0033321183,0.0047422247,0.0065155863,0.016015926,0.019835806,0.0027238852,0.007535793,0.011821604,0.0046954765,0.004980558,0.021411318,0.006029433,0.112169914,0.002575261,0.007806604,0.009462103,0.014551213,0.0036070717,0.0019867267,0.0031465176,0.0039188666,0.022802345,0.009188679,0.004000413,0.0055383495,0.015572121,0.0056299954,0.014390126,0.0028834373,0.010105705,0.030303223,0.012305413,0.0033649874,0.0014789697,0.002292906,0.0030771191,0.00717468,0.011732165,0.0068380884,0.0047961026,0.008180489,0.009847276,0.0067163673,0.0018003233,0.006793004,0.024170095,0.00467243,0.0045952853,0.0036224697,0.0015237062,0.007729459,0.007839283,0.006073326,1
0.002568908,0.0045320443,0.013342886,0.011369643,0.002622111,0.0022653816,0.004160629,0.054716315,0.012479931,0.011315101,0.012534332,0.009962897,0.0031162638,0.0111208595,0.0059716753,0.0033249941,0.011095539,0.002010054,0.050790314,0.008154354,0.01354536,0.0047073993,0.0025568192,0.0034401861,0.005900335,0.0015224951,0.005956928,0.007606356,0.0073846406,0.0047914274,0.004486822,0.0027526421,0.009824871,0.046854783,0.0033074203,0.0048243045,0.002363534,0.0018228024,0.010055057,0.01535212,0.0037207673,0.012305427,0.010012046,0.0027776742,0.021108951,0.0062010353,0.009026254,0.04399785,0.006541129,0.009717369,0.0021203933,0.012399847,0.0052996613,0.0066194697,0.0063811564,0.0037474062,0.0052062324,0.009659458,0.0052577076,0.03711728,0.0026519108,0.019119818,0.02411779,0.01645266,0.0053076684,0.008929646,0.0034801662,0.009540036,0.002583068,0.002565713,0.012561223,0.00323119,0.0114328815,0.0041871243,0.0025595187,0.0030000913,0.001736882,0.05190606,0.008235233,0.013247447,0.005033443,0.002095815,0.0049137226,0.0022955064,0.017828384,0.00599091,0.007775164,0.0069102575,0.0047045494,0.0025203857,0.0021928733,0.003183636,0.019407935,0.011151679,0.017162126,0.005531751,0.032595113,0.0034160407,0.0041897236,0.018527303,1
0.0013659894,0.0048905187,0.009650991,0.006478899,0.0020365105,0.002438001,0.0010097272,0.011166092,0.006360334,0.0074726017,0.005136663,0.0030459675,0.0017560724,0.006326727,0.0063833212,0.004710731,0.0032245421,0.008159294,0.052172866,0.011422351,0.009646134,0.0020380707,0.005171807,0.0036349262,0.0019192208,0.0035316662,0.0026109517,0.0042931535,0.014543551,0.003509759,0.0035611654,0.0033808355,0.0012137116,0.0134450495,0.0053260894,0.00300189,0.0054904916,0.003980228,0.01923926,0.007337718,0.0028489518,0.010077343,0.024238104,0.0102704065,0.18931338,0.001075638,0.0011993243,0.0073385746,0.0030412057,0.01372922,0.0064343084,0.010481915,0.003916229,0.011630704,0.00380634,0.0034917477,0.004848671,0.0015981606,0.0014270847,0.011232147,0.0050264583,0.0049912846,0.13671035,0.028752064,0.007666677,0.009694644,0.0030160544,0.0021349154,0.0036953327,0.0014167293,0.00892022,0.0054019787,0.0017142188,0.007861828,0.0048540123,0.008840293,0.0022757342,0.0050075273,0.028757755,0.01080685,0.0025002058,0.0016827792,0.0062528597,0.0044265105,0.010429785,0.0010899616,0.005467275,0.0036617722,0.010713996,0.0055119726,0.0050972714,0.0038546177,0.016705254,0.006186691,0.0063136965,0.0020082009,0.0011862536,0.003243428,0.004354489,0.017684678,1
0.0017069813,0.004466976,0.024405465,0.013979354,0.005002729,0.005444219,0.003986879,0.027619638,0.005672676,0.009059947,0.017443342,0.01132852,0.0065669655,0.012783496,0.0033864041,0.0025530267,0.0056299255,0.0048827953,0.02118055,0.0041147317,0.012015823,0.0026956801,0.0030688373,0.0032167616,0.0021966586,0.0051927827,0.0032957164,0.007021995,0.004842721,0.0091580665,0.00222144,0.0053699166,0.0012533148,0.026066972,0.0034988378,0.0075376322,0.0027621281,0.0013995004,0.011867643,0.015650116,0.009977525,0.017674766,0.009311511,0.009158324,0.010907881,0.0027243104,0.0032572448,0.0061149923,0.003661027,0.0074198046,0.009720009,0.045624416,0.0036707444,0.010029559,0.0031859279,0.009760144,0.004434763,0.006931802,0.0063316487,0.018110994,0.006473008,0.012169108,0.093160085,0.07712184,0.0046518254,0.0059455982,0.0034377896,0.0026722692,0.0065158517,0.0040615047,0.010524761,0.008260937,0.0077701956,0.002086734,0.009638297,0.003989837,0.001930236,0.0689424,0.0044085337,0.0042335857,0.00199728,0.002984418,0.0045722276,0.0016622831,0.020388404,0.0042684823,0.0032530106,0.007099881,0.011780722,0.0014268473,0.0021488147,0.002924052,0.03245437,0.002805947,0.0077294074,0.004515416,0.0067823958,0.003254361,0.01375591,0.0066468595,1
