feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,outlier
0.013435727,0.001343352,0.04238424,0.0020269558,0.009269618,0.0142015135,0.0045562508,0.0071114996,0.0028644842,0.026075428,0.006759723,0.025659692,0.0041295514,0.004224657,0.0071359337,0.031789083,0.012049641,0.007170445,0.011233401,0.05327191,0.007913065,0.007286677,0.022538992,0.009180764,0.018067049,0.0117006,0.009514228,0.0011401908,0.014141455,0.009862584,0.0073006423,0.01774052,0.011957888,0.0040626368,0.007574787,0.012457692,0.0074914927,0.0011345779,0.018176213,0.01238619,0.013165602,0.005797249,0.0035134624,0.007018626,0.004324056,0.016512215,0.060758416,0.0056935,0.010785969,0.011256511,0.011830903,0.007303395,0.008864511,0.0097059095,0.0069666156,0.0034718255,0.0075945044,0.008439031,0.0061899843,0.007913889,0.0076446244,0.01468508,0.0046140063,0.0032954335,0.004065502,0.009375214,0.0053751846,0.006678158,0.0024141725,0.009945484,0.0020640208,0.007815575,0.00168389,0.0071292026,0.0065690107,0.0017082535,0.0059345732,0.0040333658,0.010201468,0.015128237,0.0031462354,0.004220936,0.012309181,0.0023074138,0.013485941,0.0062606125,0.0094101615,0.008791347,0.0043726387,0.006041363,0.0015259025,0.0026595588,0.0028502136,0.001950327,0.012863491,0.0023189327,0.00585172,0.003680735,0.0461332,0.004032063,1
0.0042815986,0.005463366,0.003324178,0.0016102896,0.0015468748,0.0064672288,0.005382011,0.007707289,0.017628351,0.009101055,0.011398391,0.011370513,0.0037789624,0.0061174897,0.010150453,0.0028904292,0.016161159,0.0023657165,0.016357573,0.006680233,0.0069199577,0.0016251162,0.012846046,0.0015066772,0.010639635,0.013736974,0.0041017197,0.0013917381,0.00495149,0.0070695714,0.0016148117,0.015547163,0.0014676963,0.010552552,0.003523169,0.005327577,0.007537935,0.0021975066,0.005598946,0.007874927,0.0022767317,0.00949836,0.0029977604,0.005302299,0.011071515,0.0046157157,0.0023134695,0.0031567877,0.008866772,0.005750568,0.013138681,0.011505398,0.0080667045,0.007039517,0.00869131,0.0012573084,0.005258865,0.006976249,0.007264494,0.002224952,0.008862696,0.014883229,0.0062176147,0.002977251,0.0072259316,0.0051113344,0.0012698672,0.005498116,0.011759899,0.002605135,0.031230556,0.0054071387,0.0005022088,0.0032034877,0.006786968,0.004814497,0.0068003214,0.040990002,0.10418717,0.0053250673,0.0028095301,0.0052344045,0.004278265,0.010140059,0.009773082,0.005206077,0.007941391,0.008055395,0.0575465,0.0055100936,0.009084693,0.00080859096,0.007088035,0.005087492,0.012107381,0.01482578,0.013441696,0.0047450094,0.0125333145,0.1250369,1
0.022685116,0.0030766767,0.0066193766,0.032752767,0.001762858,0.0012697055,0.0037542623,0.0062118135,0.0035849412,0.004230535,0.007921617,0.0053921533,0.002320712,0.00240735,0.0047914363,0.007359657,0.0062256465,0.005362302,0.003533251,0.012819279,0.005614692,0.005868068,0.011065299,0.0065591196,0.007113648,0.0020084237,0.016280271,0.0014427054,0.0071307584,0.0035345776,0.015249646,0.008695697,0.01010064,0.030155305,0.0026295185,0.006996494,0.0036008838,0.0056420863,0.0045687365,0.008006147,0.0025551706,0.00881504,0.002870643,0.0029432925,0.007130167,0.021909026,0.007977279,0.0011863715,0.002000667,0.0053562815,0.006384477,0.006065413,0.0036417486,0.01673349,0.0012742952,0.010698306,0.008322807,0.0044726604,0.007213938,0.00856823,0.009556595,0.012406392,0.0120767625,0.0094822915,0.08322909,0.006744546,0.012830184,0.02885375,0.0028099897,0.0015210636,0.0012846545,0.0069610607,0.011219172,0.032302454,0.011363979,0.012953117,0.0070318063,0.0035734756,0.0026267304,0.004246191,0.0053213523,0.0037335723,0.08641946,0.008442451,0.01312184,0.0029254968,0.016586732,0.029846726,0.005290096,0.0028051767,0.0014338918,0.008679763,0.0058874222,0.0038390264,0.009692269,0.006662695,0.04886834,0.015340318,0.0036417486,0.005924868,1
0.006460572,0.0024922243,0.016371895,0.0051082727,0.004199881,0.005582782,0.006954214,0.0035184512,0.0031003302,0.0067547965,0.008074133,0.0051501375,0.01283691,0.0056474996,0.0018780283,0.011711596,0.009415116,0.007814997,0.0076096365,0.0123472065,0.006234671,0.010366557,0.015994951,0.005821826,0.008809245,0.007861633,0.01400554,0.0039668093,0.0043928265,0.010394308,0.012872439,0.006896412,0.0036087863,0.0064135673,0.00872208,0.00942296,0.011600785,0.002011221,0.008205088,0.024306137,0.0096068755,0.010293612,0.0047559584,0.020531755,0.014916339,0.0095945755,0.009306937,0.0027244797,0.004344875,0.0058697215,0.01290623,0.010972739,0.012754473,0.007734549,0.005552236,0.019511184,0.0045633106,0.0021171314,0.0049145576,0.008416973,0.023069821,0.008861871,0.007927058,0.005020313,0.011467468,0.01251957,0.010508297,0.009709022,0.010655491,0.0026900189,0.013471212,0.0066398634,0.0058092885,0.012825169,0.0064260797,0.011120251,0.15188271,0.0026467952,0.008385771,0.005304099,0.0062709893,0.0031377322,0.011069319,0.010022667,0.01135672,0.004198134,0.006565124,0.019922495,0.00990997,0.0029887524,0.009316593,0.014368545,0.009020107,0.0056293057,0.014583951,0.003653311,0.0023367312,0.006513507,0.009471409,0.006399395,1
0.003259143,0.0006435094,0.0067150937,0.012768095,0.015827477,0.0018534802,0.0093477275,0.0034008469,0.0062490813,0.010274468,0.005557809,0.0028950425,0.00297087,0.0028276027,0.0028876364,0.0039375243,0.005696548,0.015379438,0.002802337,0.00597243,0.009181219,0.008337241,0.0012893227,0.018779652,0.008861338,0.0034101796,0.0058268784,0.0012978659,0.016190974,0.00453458,0.012896459,0.0033392326,0.0036552746,0.011105206,0.0041045854,0.0026906503,0.0017254625,0.0044692294,0.014192358,0.04067224,0.0004863199,0.009010025,0.004570862,0.020573014,0.0024867472,0.004282024,0.00246267,0.009285075,0.002070326,0.003554725,0.0072011375,0.04638258,0.0020066919,0.1719362,0.0024256103,0.006201505,0.0013893679,0.025149643,0.011259501,0.0027873393,0.0068381606,0.026085911,0.020219658,0.017517038,0.003357992,0.0023139599,0.0025239515,0.008996287,0.0019959807,0.008834083,0.054345958,0.0059180623,0.0058335387,0.012372021,0.006709825,0.0060814293,0.006368004,0.01121915,0.008951589,0.0021920565,0.0068861693,0.00827562,0.0067309123,0.0030417615,0.0059129014,0.004462053,0.014530025,0.0064830203,0.015478044,0.008675911,0.0039354786,0.0017140982,0.021972662,0.0051995004,0.011871119,0.0063626133,0.002672428,0.0063212127,0.0029532067,0.004499174,1
0.006705388,0.0035915368,0.0022289637,0.0043158163,0.013184998,0.00065870956,0.0025973998,0.010073908,0.0008709099,0.0022103842,0.0035838017,0.01042389,0.0019921141,0.0028224061,0.0024786578,0.00084759487,0.019181618,0.00038025092,0.002027858,0.0061862576,0.0027503446,0.0012962364,0.009125539,0.12465535,0.023783986,0.006165743,0.00082878623,0.023047507,0.0071849697,0.003461795,0.024667686,0.114798255,0.0026159275,0.123706296,0.005701174,0.0028484368,0.0031117878,0.00043972535,0.0044954764,0.011605446,0.0028202117,0.009056286,0.0070970007,0.004644286,0.0075798333,0.0032301368,0.00122525,0.00015075796,0.0033406522,0.0020248743,0.01858384,0.0012784576,0.0004607267,0.0053565647,0.0017411497,0.0022635823,0.013382737,0.0085013155,0.005790035,0.0018246422,0.037509687,0.0028849342,0.0022624203,0.012810762,0.02568679,0.008052419,0.01514592,0.007255033,0.0009952992,0.00065814256,0.0009845943,0.0064029763,0.0029796916,0.010523364,0.006674937,0.0016178096,0.0034588992,0.0038254906,0.008123871,0.0039530536,0.011628389,0.0054370575,0.019413829,0.027584732,0.0006849113,0.00279505,0.0025813407,0.0028543125,0.01856633,0.008777487,0.000343686,0.0043691047,0.0010145877,0.0033862328,0.007988022,0.0021076717,0.014342988,0.0069302386,0.0024914383,0.001891229,1
0.0021571657,0.0013188301,0.009351576,0.017719477,0.002916785,0.000629909,0.0053744465,0.0022211517,0.002553435,0.0033987504,0.004718246,0.0032910483,0.00071857637,0.0053480654,0.0008589115,0.0029698266,0.011432317,0.010995511,0.0003953876,0.015790664,0.0035923596,0.001977155,0.0073983297,0.017836364,0.00617534,0.05592115,0.0020162326,0.0034893767,0.013644243,0.0070639653,0.00260073,0.004800835,0.0015918211,0.024511248,0.0187596,0.009572836,0.0074801403,0.007479887,0.037293173,0.023938052,0.0118741775,0.0037830437,0.007922727,0.0072874855,0.0024735779,0.0037444457,0.00073067064,0.0037146718,0.0034959451,0.0018105056,0.010372769,0.001877536,0.0027273886,0.008586193,0.0012224888,0.0035715697,0.0048668245,0.0115002245,0.0056041176,0.0026716613,0.018736701,0.004136936,0.011356494,0.0013107308,0.044957723,0.005016765,0.0032967813,0.0034467578,0.0014355666,0.0012453514,0.0047436813,0.0036713455,0.0020947536,0.0012679582,0.006657973,0.0076786866,0.0051176758,0.006973112,0.005071668,0.0032782317,0.009265265,0.004810972,0.26082,0.0033567043,0.0037321371,0.0028497095,0.011314134,0.009744965,0.008053129,0.006284729,0.00040582998,0.00047586602,0.023213202,0.0025125453,0.013459637,0.0010890616,0.014074586,0.014112755,0.0054253694,0.0023635335,1
0.011623862,0.0036009012,0.004985964,0.0024070935,0.004124706,0.0016827456,0.0016121628,0.012754872,0.00226595,0.007254026,0.0036264993,0.020011289,0.0012102553,0.0028720486,0.0028949282,0.0024741534,0.037270773,0.0014050908,0.0033180292,0.0051064678,0.005916807,0.0068025463,0.010251237,0.026419777,0.013728649,0.013384685,0.00083144614,0.02065107,0.00741901,0.0056733605,0.009561093,0.06695618,0.002048184,0.052748375,0.0036128785,0.016757732,0.0039916188,0.0016059553,0.0054513155,0.010783353,0.003089204,0.006178181,0.006187679,0.007262545,0.02169769,0.0014280275,0.0045127897,0.0007709739,0.009827092,0.004547849,0.022358155,0.014021737,0.0018595839,0.011085388,0.0025032905,0.0028300919,0.0030854454,0.0043372945,0.007016435,0.003352673,0.02778747,0.014156516,0.0032518427,0.0040110424,0.02852475,0.020806657,0.002149426,0.0010902234,0.0015685821,0.0004947993,0.011726088,0.012822305,0.004060347,0.010470117,0.004743922,0.0024678747,0.0020116745,0.013093497,0.06940305,0.0021766806,0.02150487,0.005333011,0.0076734414,0.012351488,0.00705035,0.0015879276,0.0036713895,0.010477228,0.022873404,0.0039400496,0.000766336,0.0050291093,0.0056299884,0.0066273343,0.014665281,0.0055199177,0.04101235,0.00846678,0.009311856,0.014641802,1
0.0069087935,0.001174132,0.0086594755,0.002295657,0.001168478,0.00086068816,0.002516087,0.019436674,0.0042339615,0.011563709,0.013238172,0.0028481116,0.0006458274,0.0026954834,0.0028797183,0.0022376738,0.03086873,0.0028479898,0.0028814883,0.0031063121,0.003969321,0.002239679,0.0069249254,0.08712487,0.017282983,0.015384963,0.0024704572,0.0046832506,0.010085202,0.008752081,0.001647534,0.006909116,0.043782353,0.07741254,0.004893845,0.0026828651,0.0060055256,0.0014598352,0.01844495,0.016765663,0.009030881,0.008524383,0.0039015636,0.0012853253,0.0046474957,0.003204544,0.00061405025,0.0038729704,0.0024655277,0.0019758323,0.007922335,0.003923445,0.0015176351,0.009913134,0.0011552796,0.00046891722,0.0012574332,0.08294395,0.006217431,0.002602893,0.05980793,0.0076192394,0.0064093727,0.0024929538,0.013159387,0.0027283118,0.0022899474,0.0069880807,0.00264244,0.0018067592,0.008104741,0.003652102,0.0010268481,0.0014440086,0.01208597,0.002401688,0.0045232945,0.01534891,0.016712962,0.0028024926,0.0060161147,0.0035161944,0.0448235,0.011178305,0.0010597383,0.0039919764,0.012806389,0.006898417,0.0058657182,0.0050525195,0.0007811852,0.0023451739,0.019598722,0.002201426,0.002667364,0.0014400466,0.042846035,0.0062495843,0.0041136215,0.023066388,1
0.0057781213,0.001805138,0.004133471,0.010478247,0.012004354,0.008183125,0.0142504005,0.012259068,0.003016213,0.012966521,0.012182869,0.008360318,0.01847419,0.00457456,0.009628865,0.009147165,0.017035682,0.008942623,0.018035283,0.0077516125,0.0063188723,0.0037026426,0.020308755,0.008518334,0.00832977,0.014508281,0.015126219,0.0033141659,0.02145094,0.0028907598,0.0042306934,0.0043125977,0.0026081216,0.020530067,0.011859991,0.013598631,0.0032180755,0.0046537584,0.009215515,0.050187886,0.019574804,0.009821543,0.027169928,0.02414196,0.007530578,0.0023798207,0.0038607635,0.0035060185,0.00462587,0.004787141,0.008330648,0.011413418,0.007885734,0.006780581,0.0025767968,0.005231104,0.0021368954,0.0030335186,0.0033213247,0.0064891665,0.021001378,0.0066111367,0.007030992,0.0063272454,0.0115276,0.0038787203,0.016456079,0.007543408,0.0063851885,0.0027566678,0.013500404,0.006421671,0.007903301,0.010535791,0.006843944,0.005488663,0.018906353,0.012839119,0.008044368,0.014138875,0.024635477,0.007416937,0.033329874,0.0064512277,0.031253878,0.0030585448,0.00866121,0.009410283,0.010662464,0.007936969,0.003470022,0.009825574,0.008954867,0.004250151,0.025133202,0.002577249,0.0025943606,0.00505222,0.0015508914,0.007144179,1
